customer_id,account_num,address1,address2,address3,address4,city,state_province,postal_code,country,customer_region_id,phone1,phone2,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,date_accnt_opened,member_card,occupation,houseowner,num_cars_owned
9087,74951686859,9819 Anchor Court,\N,\N,\N,Beverly Hills,CA,84009,USA,47,605-555-1121,694-555-5914,1926-07-17,S,$30K - $50K,F,5,0,High School Degree,1994-08-04,Bronze,Skilled Manual,N,4
9088,74957088800,8404 Houston Ct.,\N,\N,\N,Edmonds,WA,65592,USA,83,832-555-8871,220-555-1693,1965-07-06,S,$110K - $130K,F,5,0,Partial High School,1994-05-15,Bronze,Professional,Y,3
9089,74970360398,4265 Fern Leaf Lane,\N,\N,\N,Tixapan,DF,61592,Mexico,107,905-555-7850,163-555-8528,1958-05-02,M,$50K - $70K,M,1,0,Bachelors Degree,1991-03-13,Bronze,Management,Y,3
9090,74992644200,5760 Glenhaven Ave S.,\N,\N,\N,San Andres,DF,44839,Mexico,106,255-555-5229,851-555-6593,1920-03-24,M,$30K - $50K,M,0,0,High School Degree,1993-01-20,Bronze,Skilled Manual,N,3
9091,74995433688,9218 Old Mt. View Drive,\N,\N,\N,Haney,BC,10600,Canada,93,351-555-2836,816-555-3057,1916-08-21,S,$50K - $70K,M,4,0,Bachelors Degree,1991-04-19,Bronze,Professional,N,3
9092,75011618137,3624 Garaventa Drive,\N,\N,\N,Bellflower,CA,63473,USA,55,624-555-7843,867-555-3407,1965-02-13,M,$10K - $30K,M,1,0,Partial High School,1994-02-03,Normal,Manual,Y,1
9093,75012213600,616 Sweeney Road,\N,\N,\N,Vancouver,BC,68103,Canada,5,982-555-7736,855-555-7500,1944-06-19,S,$30K - $50K,M,2,0,High School Degree,1991-03-18,Bronze,Manual,N,4
9094,75016875267,5275 Whitehall Drive,\N,\N,\N,San Jose,CA,87137,USA,39,617-555-6029,928-555-6478,1980-01-11,M,$10K - $30K,F,2,1,Partial High School,1991-04-13,Normal,Manual,N,0
9095,75050606700,1898 South St.,\N,\N,\N,West Covina,CA,84221,USA,60,759-555-9893,278-555-3857,1949-07-04,S,$70K - $90K,F,3,0,Partial College,1994-05-09,Bronze,Management,Y,3
9096,75057215690,9466 Morning Glory Dr.,\N,\N,\N,Palo Alto,CA,69417,USA,41,768-555-3731,486-555-3724,1940-07-25,S,$70K - $90K,F,2,0,Bachelors Degree,1991-06-19,Normal,Professional,Y,3
9097,75073958039,6343 St. Paul Way,\N,\N,\N,Hidalgo,Zacatecas,63712,Mexico,25,271-555-9881,998-555-3388,1953-11-16,S,$10K - $30K,F,1,0,Partial High School,1993-03-20,Normal,Manual,N,0
9098,75080524086,4166 Deercreek Ln.,\N,\N,\N,Lake Oswego,OR,56727,USA,64,852-555-5431,217-555-8624,1924-05-04,M,$50K - $70K,F,4,3,Bachelors Degree,1992-05-26,Golden,Professional,Y,3
9099,75081232200,3953 Inverness Dr.,\N,\N,\N,La Mesa,CA,58842,USA,11,617-555-4867,752-555-6917,1954-11-13,S,$10K - $30K,M,1,0,Partial High School,1991-08-03,Normal,Skilled Manual,N,2
9100,75084070000,2030 Lighthouse Way,\N,\N,\N,Chula Vista,CA,49069,USA,13,560-555-2703,233-555-5438,1944-02-25,M,$50K - $70K,M,2,2,Bachelors Degree,1991-10-12,Bronze,Professional,Y,3
9101,75087057900,2071 Babbe Street,\N,\N,\N,Los Angeles,CA,17346,USA,3,348-555-9767,790-555-2360,1938-10-03,S,$30K - $50K,M,4,0,High School Degree,1993-11-04,Bronze,Skilled Manual,Y,2
9102,75093929800,402 Saxon St.,\N,\N,\N,Bremerton,WA,99025,USA,76,313-555-6231,294-555-8510,1914-02-15,M,$10K - $30K,F,2,0,Partial High School,1991-10-14,Normal,Manual,Y,2
9103,75102604031,3352 Alicante Court,\N,\N,\N,Torrance,CA,71722,USA,57,125-555-2924,214-555-7717,1911-03-18,S,$110K - $130K,F,1,0,Bachelors Degree,1994-03-01,Golden,Professional,Y,1
9104,75105731500,4594 Hill Drive,\N,\N,\N,Langley,BC,55013,Canada,94,352-555-1674,640-555-3495,1924-03-16,M,$90K - $110K,M,4,4,Graduate Degree,1992-07-10,Silver,Professional,N,2
9105,75140256881,7798 Esperanza Drive,\N,\N,\N,National City,CA,54613,USA,9,425-555-9653,583-555-1331,1962-12-20,M,$30K - $50K,F,4,2,High School Degree,1990-02-04,Silver,Skilled Manual,Y,2
9106,75160754323,9293 Balhan Dr.,\N,\N,\N,National City,CA,98622,USA,9,675-555-7031,371-555-8395,1943-02-01,M,$90K - $110K,M,3,2,High School Degree,1991-10-19,Bronze,Professional,Y,3
9107,75175645900,2752 Northridge Road,\N,\N,\N,Cliffside,BC,48331,Canada,103,771-555-4638,575-555-8517,1919-01-09,M,$70K - $90K,F,0,0,Bachelors Degree,1991-09-16,Bronze,Professional,Y,3
9108,75185634493,7157 Flamingo Drive,\N,\N,\N,Santa Fe,DF,28496,Mexico,109,498-555-6484,740-555-2048,1930-03-25,M,$30K - $50K,F,1,0,High School Degree,1991-05-24,Golden,Skilled Manual,Y,4
9109,75193273400,3526 Dover Way,\N,\N,\N,Downey,CA,33126,USA,58,856-555-6377,968-555-9798,1941-03-01,M,$50K - $70K,M,5,1,Bachelors Degree,1991-05-21,Bronze,Management,Y,2
9110,75208959000,8184 N. Spoonwood Court,\N,\N,\N,Kirkland,WA,52160,USA,63,491-555-4670,802-555-5119,1939-06-17,M,$50K - $70K,F,3,0,Bachelors Degree,1994-08-03,Bronze,Management,Y,1
9111,75214344859,4807 Crawford,\N,\N,\N,Tacoma,WA,22952,USA,84,871-555-3191,152-555-2498,1952-11-19,S,$30K - $50K,F,2,0,Partial High School,1990-06-23,Golden,Skilled Manual,Y,1
9112,75216624736,9720 Dalis Dr.,\N,\N,\N,San Gabriel,CA,81482,USA,52,529-555-9112,248-555-9105,1975-08-10,M,$10K - $30K,M,0,0,Partial High School,1992-02-16,Normal,Skilled Manual,N,2
9113,75220760700,9252 Lindell Dr.,\N,\N,\N,Berkeley,CA,44101,USA,36,933-555-6262,760-555-8770,1958-09-13,M,$10K - $30K,F,2,2,Partial High School,1992-07-15,Normal,Skilled Manual,Y,2
9114,75228582024,4420 Tuolumne St.,\N,\N,\N,Metchosin,BC,94458,Canada,104,852-555-5470,879-555-5005,1973-03-09,S,$70K - $90K,M,4,0,High School Degree,1994-09-02,Bronze,Professional,N,2
9115,75240887999,4207 Beech Ct.,\N,\N,\N,Portland,OR,96573,USA,22,379-555-1248,513-555-3298,1953-02-05,M,$30K - $50K,F,4,4,High School Degree,1991-08-03,Golden,Skilled Manual,Y,4
9116,75252335667,2284 Camino Peral,\N,\N,\N,Hidalgo,Zacatecas,14092,Mexico,25,321-555-8084,894-555-1820,1917-04-25,S,$10K - $30K,M,5,0,Partial High School,1993-07-09,Normal,Skilled Manual,Y,2
9117,75267495512,2325 Richard Pl.,\N,\N,\N,Burlingame,CA,81368,USA,43,110-555-6148,552-555-7741,1943-08-27,S,$10K - $30K,M,1,0,Partial High School,1993-06-10,Normal,Skilled Manual,N,0
9118,75340923666,3312 Kenneth Ct.,\N,\N,\N,Coronado,CA,37756,USA,8,975-555-2612,956-555-4891,1963-11-20,M,$10K - $30K,F,2,2,Partial High School,1993-03-17,Normal,Skilled Manual,N,1
9119,75372337698,6262 Pine Tree Dr.,\N,\N,\N,N. Vancouver,BC,71194,Canada,97,125-555-2963,875-555-4098,1922-08-20,M,$70K - $90K,M,3,2,Bachelors Degree,1991-11-15,Silver,Professional,Y,4
9120,75399926900,4848 Azalea Ave.,\N,\N,\N,Shawnee,BC,92743,Canada,105,464-555-3972,753-555-5794,1967-04-15,M,$30K - $50K,F,5,3,High School Degree,1990-12-21,Golden,Skilled Manual,Y,4
9121,75401455760,8052 Weston Court,\N,\N,\N,Westminster,BC,92343,Canada,91,538-555-2951,695-555-3630,1949-02-03,S,$50K - $70K,M,2,0,Bachelors Degree,1991-12-21,Silver,Professional,N,2
9122,75402791500,3450 Rio Grande Dr.,\N,\N,\N,Woodland Hills,CA,80054,USA,62,788-555-9330,484-555-1694,1974-03-19,M,$30K - $50K,M,4,4,High School Degree,1993-03-22,Golden,Skilled Manual,Y,3
9123,75432247519,9563 Pennsylvania Blvd.,\N,\N,\N,Port Orchard,WA,97075,USA,77,884-555-6937,688-555-1816,1912-09-25,S,$90K - $110K,M,1,0,Bachelors Degree,1992-01-28,Normal,Professional,Y,2
9124,75445476174,1314 Greenview Court,\N,\N,\N,La Mesa,CA,50948,USA,11,496-555-6601,499-555-7508,1955-08-11,S,$10K - $30K,M,0,0,Partial High School,1994-04-06,Normal,Manual,Y,2
9125,75454107500,7681 Fern Leaf Lane,\N,\N,\N,Woodburn,OR,81870,USA,69,615-555-2837,726-555-6258,1928-04-12,S,$50K - $70K,M,3,0,Bachelors Degree,1991-12-27,Bronze,Professional,N,3
9126,75489695072,2341 Peachwillow,\N,\N,\N,Cliffside,BC,19052,Canada,103,249-555-1130,561-555-1580,1970-07-09,S,$50K - $70K,F,4,0,Bachelors Degree,1992-04-17,Bronze,Management,N,4
9127,75510412454,8963 Dumbarton Street,\N,\N,\N,Spring Valley,CA,71696,USA,15,630-555-8651,811-555-7958,1945-08-07,S,$10K - $30K,M,2,0,Partial High School,1991-09-07,Normal,Skilled Manual,N,2
9128,75533120036,3877 Edward Ave.,\N,\N,\N,Burnaby,BC,56892,Canada,92,288-555-5573,246-555-9223,1930-01-23,S,$30K - $50K,F,4,0,Partial College,1992-05-23,Bronze,Skilled Manual,Y,2
9129,75554701089,3409 Meadowbrook Court,\N,\N,\N,Lynnwood,WA,92845,USA,75,692-555-2723,518-555-5230,1945-10-23,S,$110K - $130K,F,0,0,High School Degree,1994-07-19,Golden,Professional,Y,1
9130,75570032600,1233 Wesley Ct.,\N,\N,\N,San Diego,CA,44203,USA,7,611-555-1930,637-555-1465,1922-12-16,M,$110K - $130K,M,4,3,Partial College,1994-01-02,Golden,Professional,Y,3
9131,75580407381,1019 Buchanan Road,\N,\N,\N,Woodland Hills,CA,46318,USA,62,138-555-6708,272-555-8758,1946-10-20,S,$150K +,M,3,0,Partial High School,1992-05-16,Silver,Professional,Y,1
9132,75590739250,6440 Co Road,\N,\N,\N,Lake Oswego,OR,36544,USA,64,431-555-1461,104-555-4197,1942-09-11,S,$30K - $50K,M,2,0,High School Degree,1992-03-04,Bronze,Manual,N,2
9133,75596774200,9136 San Remo Ct.,\N,\N,\N,El Cajon,CA,48212,USA,16,220-555-8526,662-555-1118,1930-09-10,S,$30K - $50K,M,1,0,High School Degree,1991-11-02,Bronze,Skilled Manual,N,3
9134,75609471800,7468 Lindley Ct.,\N,\N,\N,Yakima,WA,86500,USA,89,185-555-4990,166-555-7268,1913-09-27,M,$70K - $90K,M,5,3,High School Degree,1992-09-04,Silver,Professional,Y,3
9135,75611290335,419 River Ash Court,\N,\N,\N,Novato,CA,20939,USA,42,235-555-5340,985-555-6476,1915-05-09,S,$70K - $90K,M,4,0,High School Degree,1992-06-10,Normal,Management,Y,1
9136,75623778700,1660 Bonifacio St.,\N,\N,\N,Bellingham,WA,42488,USA,78,223-555-9433,751-555-5912,1922-09-01,M,$90K - $110K,M,1,0,Bachelors Degree,1994-03-13,Bronze,Professional,Y,3
9137,75634427070,4864 A St.,\N,\N,\N,Langford,BC,42088,Canada,102,297-555-8411,693-555-3747,1954-11-27,M,$90K - $110K,F,4,4,Graduate Degree,1993-05-13,Normal,Professional,Y,3
9138,75635698437,6359 Sand Point Road,\N,\N,\N,Sooke,BC,29799,Canada,101,546-555-5790,243-555-7154,1941-09-13,M,$110K - $130K,F,4,4,Partial High School,1993-06-22,Golden,Management,Y,3
9139,75636937618,9817 Frisbie Court,\N,\N,\N,Walla Walla,WA,94559,USA,88,643-555-3397,447-555-7276,1923-04-27,S,$10K - $30K,F,5,0,Partial High School,1993-10-14,Normal,Skilled Manual,N,1
9140,75644458532,4223 Almond Ave.,\N,\N,\N,Arcadia,CA,40648,USA,51,254-555-3062,258-555-3969,1928-10-10,S,$70K - $90K,M,2,0,Bachelors Degree,1993-11-13,Bronze,Professional,Y,1
9141,75663550500,592 Willow Pass Road,\N,\N,\N,Santa Anita,DF,45278,Mexico,108,373-555-8297,485-555-2719,1945-06-19,M,$70K - $90K,M,4,4,Bachelors Degree,1993-07-15,Golden,Management,Y,3
9142,75666688700,2595 Franklin Canyon Rd.,\N,\N,\N,Vancouver,BC,64312,Canada,5,908-555-6590,319-555-7040,1937-02-02,S,$50K - $70K,M,4,0,Partial High School,1991-03-18,Bronze,Skilled Manual,N,4
9143,75673807263,1874 Virginia Hills Dr.,\N,\N,\N,Merida,Yucatan,35105,Mexico,26,389-555-5111,808-555-8076,1956-02-10,M,$50K - $70K,F,5,3,Bachelors Degree,1992-08-17,Bronze,Professional,Y,3
9144,75675502400,6786 Pheasant Circle,\N,\N,\N,Salem,OR,20300,USA,23,947-555-2033,356-555-2600,1973-03-22,S,$10K - $30K,M,1,0,High School Degree,1991-01-03,Normal,Manual,Y,2
9145,75702093800,3663 Colt Ct.,\N,\N,\N,Santa Monica,CA,82545,USA,49,802-555-5100,629-555-7607,1962-12-03,M,$70K - $90K,F,1,1,High School Degree,1991-11-23,Bronze,Professional,Y,3
9146,75703102350,1487 Nephi Court,\N,\N,\N,Walla Walla,WA,76112,USA,88,721-555-4307,987-555-7500,1975-11-18,S,$10K - $30K,M,0,0,Partial High School,1992-05-04,Normal,Manual,Y,2
9147,75703531503,1273 Marlboro Court,\N,\N,\N,Richmond,CA,97262,USA,35,248-555-9086,382-555-2136,1961-07-19,S,$70K - $90K,F,2,0,Bachelors Degree,1993-08-27,Bronze,Management,N,2
9148,75734360800,9350 Mt. Hood Circle,\N,\N,\N,Oakland,CA,26245,USA,37,190-555-6922,763-555-9657,1919-02-07,S,$70K - $90K,M,1,0,Graduate Degree,1991-03-12,Silver,Management,N,3
9149,75736452900,9390 Janin Pl.,#2B,\N,\N,Camacho,Zacatecas,93520,Mexico,27,878-555-4986,421-555-6579,1951-01-14,S,$70K - $90K,M,1,0,Bachelors Degree,1991-01-05,Bronze,Management,N,3
9150,75763655900,378 Canyon Road,\N,\N,\N,Royal Oak,BC,76201,Canada,100,183-555-5108,163-555-7386,1966-08-01,M,$10K - $30K,F,1,0,Partial High School,1991-04-18,Normal,Skilled Manual,Y,1
9151,75799495600,673 Hawes St.,#119 A,\N,\N,Everett,WA,83346,USA,81,894-555-1800,744-555-2936,1930-02-07,S,$30K - $50K,F,4,0,High School Degree,1993-09-21,Bronze,Skilled Manual,Y,2
9152,75800300240,3946 Quigley Street,\N,\N,\N,Lincoln Acres,CA,32189,USA,10,221-555-9550,510-555-2372,1969-02-24,M,$90K - $110K,F,4,3,Partial College,1992-03-21,Golden,Professional,Y,3
9153,75806335210,7150 N. Broadway,\N,\N,\N,La Jolla,CA,54962,USA,33,955-555-4872,452-555-9207,1963-12-20,S,$110K - $130K,M,0,0,Partial High School,1993-12-18,Bronze,Management,Y,3
9154,75818394422,8646 Olivera,\N,\N,\N,La Jolla,CA,19499,USA,33,305-555-2250,240-555-7272,1972-12-02,M,$30K - $50K,F,1,0,Partial High School,1992-02-09,Bronze,Manual,N,3
9155,75839680400,4760 Clayton Road,\N,\N,\N,Redmond,WA,57968,USA,19,401-555-8857,206-555-3736,1974-11-01,S,$30K - $50K,F,4,0,High School Degree,1994-02-25,Bronze,Skilled Manual,N,4
9156,75848258137,6510 Northridge Drive,\N,\N,\N,Pomona,CA,11841,USA,61,913-555-8522,917-555-9429,1954-05-20,S,$150K +,M,2,0,Bachelors Degree,1992-11-08,Silver,Professional,N,3
9157,75851964950,2878 Spring Water St.,\N,\N,\N,Bellflower,CA,93442,USA,55,259-555-6155,371-555-9576,1932-09-26,M,$10K - $30K,F,1,1,Partial High School,1994-04-08,Normal,Manual,N,1
9158,75866159200,7537 Clark Creek Lane,\N,\N,\N,West Covina,CA,13477,USA,60,794-555-4448,444-555-8555,1968-04-18,S,$30K - $50K,F,1,0,High School Degree,1993-02-19,Silver,Manual,N,2
9159,75875852704,4160 Saranap,\N,\N,\N,Everett,WA,83268,USA,81,275-555-2969,694-555-5934,1949-02-22,M,$30K - $50K,F,1,1,High School Degree,1992-03-15,Bronze,Skilled Manual,N,3
9160,75884945400,9073 Mayda Way,\N,\N,\N,Santa Monica,CA,68464,USA,49,832-555-8891,790-555-3541,1928-10-05,S,$10K - $30K,F,1,0,Partial High School,1993-03-25,Normal,Manual,N,2
9161,75896747100,8605 Avalon Court,\N,\N,\N,La Jolla,CA,54182,USA,33,336-555-6041,163-555-8548,1949-04-11,S,$50K - $70K,M,4,0,Bachelors Degree,1991-01-26,Bronze,Management,Y,2
9162,75906606900,3773 Lakefield Place,\N,\N,\N,Lebanon,OR,55775,USA,72,255-555-5248,521-555-8441,1921-09-26,M,$50K - $70K,M,3,2,Bachelors Degree,1994-03-05,Bronze,Professional,N,4
9163,75920532941,3560 Harvard Dr.,\N,\N,\N,Redmond,WA,57890,USA,19,682-555-1026,817-555-3076,1951-04-08,M,$50K - $70K,F,5,3,Bachelors Degree,1993-02-24,Golden,Management,Y,2
9164,75937194824,1637 Kingston Pl.,\N,\N,\N,Issaquah,WA,74408,USA,21,624-555-7862,298-555-1598,1940-06-20,S,$10K - $30K,F,1,0,Partial High School,1992-05-07,Normal,Skilled Manual,Y,2
9165,75953668951,4333 Elmonte Dr.,\N,\N,\N,San Jose,CA,42685,USA,39,413-555-5926,194-555-2177,1935-03-25,S,$10K - $30K,M,3,0,Partial High School,1991-08-10,Normal,Manual,Y,2
9166,75974718928,2665 Rosina Court,\N,\N,\N,Vancouver,BC,98073,Canada,5,617-555-6048,598-555-8326,1923-09-20,M,$30K - $50K,M,1,0,High School Degree,1993-08-20,Bronze,Skilled Manual,Y,4
9167,75978613500,5615 Detroit Ave.,\N,\N,\N,Milwaukie,OR,32511,USA,65,429-555-2741,278-555-3876,1920-10-23,S,$110K - $130K,F,5,0,Partial College,1992-11-07,Golden,Professional,Y,2
9168,75982905030,4200 Greenbrook Dr.,\N,\N,\N,Langford,BC,54061,Canada,102,656-555-1491,944-555-3312,1921-07-10,S,$10K - $30K,F,5,0,Partial High School,1991-08-27,Normal,Skilled Manual,N,1
9169,75985335100,7405 Dolores Way,\N,\N,\N,Yakima,WA,53660,USA,89,849-555-2492,345-555-6828,1958-05-14,M,$70K - $90K,F,5,1,Bachelors Degree,1993-02-21,Bronze,Management,Y,1
9170,75994717478,8900 Escobar,\N,\N,\N,West Covina,CA,41371,USA,60,199-555-8871,134-555-4892,1921-09-09,S,$30K - $50K,M,3,0,High School Degree,1993-08-25,Bronze,Skilled Manual,Y,1
9171,76000124800,5014 Steele Drive,\N,\N,\N,Lynnwood,WA,71332,USA,75,534-555-1135,999-555-1356,1955-05-06,M,$10K - $30K,F,0,0,Partial High School,1993-07-22,Normal,Manual,Y,1
9172,76005505323,6764 Eastgate,\N,\N,\N,National City,CA,60005,USA,9,807-555-6142,810-555-7049,1967-07-22,M,$10K - $30K,F,1,1,Partial High School,1990-05-14,Normal,Skilled Manual,Y,0
9173,76027724742,3132 Liana Lane,\N,\N,\N,Beaverton,OR,64635,USA,67,926-555-2378,138-555-5799,1977-07-26,S,$130K - $150K,M,0,0,High School Degree,1994-05-11,Bronze,Professional,N,4
9174,76032869219,7791 Mountain View Pl.,\N,\N,\N,Royal Oak,BC,15632,Canada,100,561-555-9671,211-555-4778,1975-10-14,S,$30K - $50K,F,3,0,High School Degree,1993-09-19,Silver,Manual,N,3
9175,76064047217,4414 Kendree St.,\N,\N,\N,Chula Vista,CA,97646,USA,13,941-555-8192,461-555-2157,1918-04-16,S,$90K - $110K,F,2,0,Bachelors Degree,1993-06-13,Bronze,Professional,Y,2
9176,76067501902,1983 Cliffside Drive,\N,\N,\N,Yakima,WA,82842,USA,89,599-555-5114,557-555-8764,1941-11-07,S,$30K - $50K,M,4,0,Partial College,1991-03-06,Bronze,Professional,Y,3
9177,76070409417,8859 Reliz Valley Road,\N,\N,\N,Renton,WA,19796,USA,73,103-555-2263,830-555-4771,1924-02-10,S,$30K - $50K,F,2,0,Partial College,1991-08-04,Bronze,Management,N,2
9178,76074706315,6683 Brookside Drive,\N,\N,\N,Guadalajara,Jalisco,70153,Mexico,4,922-555-1471,288-555-4664,1940-07-06,S,$30K - $50K,M,4,0,Partial College,1993-09-18,Bronze,Manual,N,3
9179,76076900362,6469 Apple Drive,\N,\N,\N,Newport Beach,CA,72268,USA,59,688-555-9907,822-555-2957,1932-09-13,M,$30K - $50K,F,4,4,High School Degree,1994-05-08,Golden,Skilled Manual,Y,3
9180,76082736800,4547 Bola Raton Court,\N,\N,\N,Woodland Hills,CA,62494,USA,62,630-555-7742,964-555-6821,1953-08-22,S,$10K - $30K,M,4,0,Partial High School,1992-07-26,Normal,Skilled Manual,Y,1
9181,76103550791,8489 Barbie Dr.,\N,\N,\N,Imperial Beach,CA,30771,USA,14,531-555-8067,312-555-4317,1980-12-24,S,$10K - $30K,M,5,0,Partial High School,1992-04-15,Normal,Manual,N,0
9182,76105857491,6821 Sepulveda Ct.,\N,\N,\N,Downey,CA,13451,USA,58,735-555-8188,716-555-1467,1930-04-17,S,$110K - $130K,M,2,0,Graduate Degree,1992-03-07,Bronze,Professional,N,1
9183,76110175848,9771 Amador Ct.,\N,\N,\N,Santa Cruz,CA,46889,USA,40,546-555-4881,396-555-6017,1959-12-17,M,$30K - $50K,M,3,3,High School Degree,1993-09-20,Golden,Skilled Manual,Y,2
9184,76128001800,1013 Holiday Hills Dr.,\N,\N,\N,Bremerton,WA,68438,USA,76,773-555-3631,162-555-5452,1934-08-12,S,$30K - $50K,M,0,0,Partial College,1993-01-10,Bronze,Clerical,Y,3
9185,76153987050,4217 Fairlane Place,\N,\N,\N,Royal Oak,BC,68038,Canada,100,608-555-7952,104-555-3288,1933-03-14,S,$10K - $30K,F,1,0,Bachelors Degree,1994-07-14,Normal,Professional,N,0
9186,76157103776,5712 Gladstone Dr.,\N,\N,\N,Oak Bay,BC,55749,Canada,99,197-555-8988,793-555-1352,1958-04-03,S,$50K - $70K,M,3,0,Partial College,1992-12-26,Silver,Clerical,N,3
9187,76158798933,9170 Treat Blvd.,\N,\N,\N,Puyallup,WA,94217,USA,86,293-555-6595,758-555-6817,1912-04-16,M,$10K - $30K,M,4,3,Partial High School,1990-07-20,Normal,Manual,Y,0
9188,76160794496,3576 Frigate Ct.,\N,\N,\N,Long Beach,CA,74383,USA,48,566-555-2602,569-555-3509,1956-03-02,S,$30K - $50K,M,4,0,Partial College,1993-02-09,Bronze,Clerical,N,2
9189,76170278800,9944 Maywoood Lane,#701,\N,\N,San Andres,DF,79013,Mexico,106,924-555-2495,796-555-2259,1940-02-14,S,$50K - $70K,M,2,0,Bachelors Degree,1990-10-03,Golden,Professional,N,4
9190,76193276047,1948 OHara Avenue,\N,\N,\N,Los Angeles,CA,50307,USA,3,319-555-6131,870-555-1238,1970-02-27,M,$30K - $50K,M,3,3,Partial High School,1991-10-09,Golden,Skilled Manual,N,2
9191,76196269392,1226 Linden Lane,\N,\N,\N,Orizaba,Veracruz,21099,Mexico,24,700-555-4652,220-555-7617,1945-03-26,S,$30K - $50K,M,1,0,High School Degree,1994-07-11,Bronze,Skilled Manual,N,2
9192,76199858200,6139 Deermeadow Way,\N,\N,\N,Issaquah,WA,62952,USA,21,358-555-1574,316-555-5224,1930-07-14,S,$30K - $50K,F,3,0,Partial High School,1991-11-16,Bronze,Manual,N,2
9193,76248851418,5672 San Jose Ave.,\N,\N,\N,Beverly Hills,CA,42248,USA,47,452-555-8298,940-555-7148,1958-08-25,M,$10K - $30K,F,4,1,Partial High School,1992-02-11,Normal,Manual,N,2
9194,76252965927,840 Charlotte Ave.,\N,\N,\N,Puyallup,WA,92605,USA,86,132-555-3848,398-555-7041,1923-07-08,M,$50K - $70K,M,5,3,Bachelors Degree,1992-11-22,Silver,Management,Y,3
9195,76263946900,626 Bentley Street,\N,\N,\N,La Jolla,CA,94720,USA,33,798-555-3284,932-555-5334,1947-06-11,M,$70K - $90K,M,3,3,Bachelors Degree,1992-06-04,Golden,Professional,N,2
9196,76290511488,8703 Carleton Street,\N,\N,\N,Richmond,CA,12239,USA,35,740-555-1120,413-555-3856,1942-04-02,S,$30K - $50K,F,2,0,Partial College,1992-04-19,Bronze,Professional,Y,1
9197,76298928260,8743 Roanwood Way,\N,\N,\N,Orizaba,Veracruz,79515,Mexico,24,529-555-8184,971-555-9777,1943-07-12,M,$70K - $90K,M,1,0,Bachelors Degree,1991-12-17,Bronze,Professional,Y,4
9198,76317178010,9730 Krueger Drive,\N,\N,\N,Port Hammond,BC,35903,Canada,98,494-555-4648,475-555-6927,1925-06-02,M,$110K - $130K,M,2,1,Bachelors Degree,1992-04-21,Bronze,Management,Y,3
9199,76326453089,26 Plymouth Dr.,\N,\N,\N,Anacortes,WA,69341,USA,79,305-555-1341,394-555-6134,1916-11-27,S,$10K - $30K,F,2,0,Partial High School,1992-09-16,Normal,Skilled Manual,N,2
9200,76336699100,1267 Baltic Sea Ct.,#223,\N,\N,Spokane,WA,18183,USA,87,532-555-9091,821-555-1913,1923-04-19,S,$10K - $30K,F,4,0,Partial High School,1994-09-03,Normal,Manual,N,1
9201,76342675100,4471 Willcrest Circle,\N,\N,\N,Daly City,CA,90490,USA,31,606-555-8070,763-555-8748,1954-06-18,M,$10K - $30K,F,0,0,Partial High School,1993-11-03,Normal,Manual,Y,1
9202,76349171400,5966 Shannon Lane,\N,\N,\N,Daly City,CA,54941,USA,31,856-555-5448,552-555-6813,1923-07-18,M,$30K - $50K,M,2,2,Partial College,1993-02-13,Bronze,Skilled Manual,N,2
9203,76358360600,2081 Elkwood Drive,\N,\N,\N,Grossmont,CA,43962,USA,17,952-555-3056,517-555-3277,1963-09-20,M,$50K - $70K,M,4,4,Bachelors Degree,1992-08-18,Silver,Management,Y,3
9204,76362335681,3830 York Dr.,\N,\N,\N,Newport Beach,CA,96834,USA,59,324-555-8063,567-555-3627,1969-05-04,M,$50K - $70K,M,1,1,Bachelors Degree,1993-10-04,Bronze,Management,N,3
9205,76378573775,199 Clymer Ct.,\N,\N,\N,Sedro Woolley,WA,28758,USA,80,134-555-4873,906-555-4637,1915-12-13,M,$130K - $150K,M,4,0,High School Degree,1992-03-22,Bronze,Management,Y,4
9206,76385665535,4858 El Molino Dr.,\N,\N,\N,Olympia,WA,40008,USA,85,429-555-8508,980-555-3616,1977-08-23,S,$30K - $50K,M,3,0,High School Degree,1991-02-10,Golden,Skilled Manual,Y,3
9207,76387789800,1480 Canyon Creek Drive,\N,\N,\N,Shawnee,BC,10800,Canada,105,810-555-7030,330-555-9994,1926-08-03,S,$30K - $50K,F,4,0,High School Degree,1992-07-09,Normal,Skilled Manual,N,1
9208,76391673700,6393 Tuolumne Way,\N,\N,\N,Burien,WA,94994,USA,74,707-555-7609,426-555-7601,1955-12-27,S,$10K - $30K,F,5,0,High School Degree,1991-11-21,Normal,Manual,N,1
9209,76391716599,9204 Lexington Road,\N,\N,\N,Torrance,CA,31948,USA,57,211-555-4759,938-555-7266,1933-07-24,M,$50K - $70K,F,4,3,Bachelors Degree,1990-09-14,Silver,Professional,Y,4
9210,76398840546,4372 Carpetta Circle,\N,\N,\N,N. Vancouver,BC,82305,Canada,97,791-555-9308,157-555-3501,1942-04-15,S,$10K - $30K,F,5,0,Partial High School,1992-04-23,Normal,Skilled Manual,N,2
9211,76400063633,4159 Bayshore Rd.,\N,\N,\N,San Carlos,CA,84420,USA,44,557-555-8744,691-555-1794,1928-11-16,S,$70K - $90K,F,2,0,Graduate Degree,1993-07-18,Bronze,Professional,N,3
